;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 12/6/2010 11:21:07 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0006       [1]    __Lib_CAN_C_A_CANIDToRegs_hsVal_L0
0x0007       [1]    R7
0x0008       [1]    R8
0x0009       [1]    R9
0x000A       [1]    R10
0x000B       [1]    R11
0x000C       [1]    R12
0x000D       [1]    R13
0x000E       [1]    R14
0x000F       [1]    R15
0x0010       [1]    R16
0x0011       [1]    R17
0x0012       [1]    R18
0x0013       [1]    R19
0x0014       [1]    R20
0x0015       [2]    _digit_counter
0x0017       [2]    main_n_L0
0x0019       [2]    main_i_L0
0x001B       [2]    main_repeat_L0
0x001D       [1]    FARG_printIcon_icon
0x001D       [1]    FARG_printChar_letter
0x001E       [2]    FARG_printIcon_wide
0x0D60       [1]    RXF6SIDH
0x0D60       [0]    SID5_bit
0x0D60       [0]    SID6_bit
0x0D60       [0]    SID3_bit
0x0D60       [0]    SID4_bit
0x0D60       [0]    SID9_bit
0x0D60       [0]    SID10_bit
0x0D60       [0]    SID7_bit
0x0D60       [0]    SID8_bit
0x0D61       [0]    SID0_bit
0x0D61       [0]    EXIDE_bit
0x0D61       [0]    SID1_bit
0x0D61       [0]    EXIDEN_bit
0x0D61       [0]    SID2_bit
0x0D61       [1]    RXF6SIDL
0x0D61       [0]    EID16_bit
0x0D61       [0]    EID17_bit
0x0D62       [0]    EID12_bit
0x0D62       [0]    EID11_bit
0x0D62       [0]    EID13_bit
0x0D62       [0]    EID15_bit
0x0D62       [0]    EID14_bit
0x0D62       [0]    EID8_bit
0x0D62       [1]    RXF6EIDH
0x0D62       [0]    EID10_bit
0x0D62       [0]    EID9_bit
0x0D63       [0]    EID1_bit
0x0D63       [0]    EID0_bit
0x0D63       [1]    RXF6EIDL
0x0D63       [0]    EID2_bit
0x0D63       [0]    EID6_bit
0x0D63       [0]    EID7_bit
0x0D63       [0]    EID5_bit
0x0D63       [0]    EID3_bit
0x0D63       [0]    EID4_bit
0x0D64       [0]    SID9_RXF7SIDH_bit
0x0D64       [0]    SID8_RXF7SIDH_bit
0x0D64       [1]    RXF7SIDH
0x0D64       [0]    SID10_RXF7SIDH_bit
0x0D64       [0]    SID7_RXF7SIDH_bit
0x0D64       [0]    SID4_RXF7SIDH_bit
0x0D64       [0]    SID3_RXF7SIDH_bit
0x0D64       [0]    SID6_RXF7SIDH_bit
0x0D64       [0]    SID5_RXF7SIDH_bit
0x0D65       [0]    SID1_RXF7SIDL_bit
0x0D65       [0]    EXIDEN_RXF7SIDL_bit
0x0D65       [0]    SID2_RXF7SIDL_bit
0x0D65       [1]    RXF7SIDL
0x0D65       [0]    EID17_RXF7SIDL_bit
0x0D65       [0]    EID16_RXF7SIDL_bit
0x0D65       [0]    SID0_RXF7SIDL_bit
0x0D65       [0]    EXIDE_RXF7SIDL_bit
0x0D66       [0]    EID12_RXF7EIDH_bit
0x0D66       [0]    EID11_RXF7EIDH_bit
0x0D66       [0]    EID10_RXF7EIDH_bit
0x0D66       [0]    EID15_RXF7EIDH_bit
0x0D66       [0]    EID14_RXF7EIDH_bit
0x0D66       [0]    EID13_RXF7EIDH_bit
0x0D66       [0]    EID9_RXF7EIDH_bit
0x0D66       [1]    RXF7EIDH
0x0D66       [0]    EID8_RXF7EIDH_bit
0x0D67       [0]    EID3_RXF7EIDL_bit
0x0D67       [0]    EID2_RXF7EIDL_bit
0x0D67       [0]    EID4_RXF7EIDL_bit
0x0D67       [0]    EID7_RXF7EIDL_bit
0x0D67       [0]    EID6_RXF7EIDL_bit
0x0D67       [0]    EID5_RXF7EIDL_bit
0x0D67       [1]    RXF7EIDL
0x0D67       [0]    EID0_RXF7EIDL_bit
0x0D67       [0]    EID1_RXF7EIDL_bit
0x0D68       [0]    SID7_RXF8SIDH_bit
0x0D68       [0]    SID6_RXF8SIDH_bit
0x0D68       [0]    SID8_RXF8SIDH_bit
0x0D68       [0]    SID10_RXF8SIDH_bit
0x0D68       [0]    SID9_RXF8SIDH_bit
0x0D68       [0]    SID5_RXF8SIDH_bit
0x0D68       [1]    RXF8SIDH
0x0D68       [0]    SID3_RXF8SIDH_bit
0x0D68       [0]    SID4_RXF8SIDH_bit
0x0D69       [0]    SID1_RXF8SIDL_bit
0x0D69       [0]    SID0_RXF8SIDL_bit
0x0D69       [0]    EXIDEN_RXF8SIDL_bit
0x0D69       [0]    SID2_RXF8SIDL_bit
0x0D69       [0]    EXIDE_RXF8SIDL_bit
0x0D69       [1]    RXF8SIDL
0x0D69       [0]    EID16_RXF8SIDL_bit
0x0D69       [0]    EID17_RXF8SIDL_bit
0x0D6A       [0]    EID13_RXF8EIDH_bit
0x0D6A       [0]    EID12_RXF8EIDH_bit
0x0D6A       [0]    EID15_RXF8EIDH_bit
0x0D6A       [0]    EID14_RXF8EIDH_bit
0x0D6A       [0]    EID11_RXF8EIDH_bit
0x0D6A       [0]    EID8_RXF8EIDH_bit
0x0D6A       [1]    RXF8EIDH
0x0D6A       [0]    EID10_RXF8EIDH_bit
0x0D6A       [0]    EID9_RXF8EIDH_bit
0x0D6B       [0]    EID6_RXF8EIDL_bit
0x0D6B       [0]    EID5_RXF8EIDL_bit
0x0D6B       [1]    RXF8EIDL
0x0D6B       [0]    EID7_RXF8EIDL_bit
0x0D6B       [0]    EID4_RXF8EIDL_bit
0x0D6B       [0]    EID1_RXF8EIDL_bit
0x0D6B       [0]    EID2_RXF8EIDL_bit
0x0D6B       [0]    EID3_RXF8EIDL_bit
0x0D6B       [0]    EID0_RXF8EIDL_bit
0x0D70       [0]    SID9_RXF9SIDH_bit
0x0D70       [0]    SID8_RXF9SIDH_bit
0x0D70       [1]    RXF9SIDH
0x0D70       [0]    SID10_RXF9SIDH_bit
0x0D70       [0]    SID3_RXF9SIDH_bit
0x0D70       [0]    SID4_RXF9SIDH_bit
0x0D70       [0]    SID5_RXF9SIDH_bit
0x0D70       [0]    SID7_RXF9SIDH_bit
0x0D70       [0]    SID6_RXF9SIDH_bit
0x0D71       [0]    SID2_RXF9SIDL_bit
0x0D71       [0]    EXIDEN_RXF9SIDL_bit
0x0D71       [1]    RXF9SIDL
0x0D71       [0]    EID17_RXF9SIDL_bit
0x0D71       [0]    EID16_RXF9SIDL_bit
0x0D71       [0]    EXIDE_RXF9SIDL_bit
0x0D71       [0]    SID1_RXF9SIDL_bit
0x0D71       [0]    SID0_RXF9SIDL_bit
0x0D72       [0]    EID14_RXF9EIDH_bit
0x0D72       [0]    EID15_RXF9EIDH_bit
0x0D72       [1]    RXF9EIDH
0x0D72       [0]    EID9_RXF9EIDH_bit
0x0D72       [0]    EID10_RXF9EIDH_bit
0x0D72       [0]    EID11_RXF9EIDH_bit
0x0D72       [0]    EID13_RXF9EIDH_bit
0x0D72       [0]    EID12_RXF9EIDH_bit
0x0D72       [0]    EID8_RXF9EIDH_bit
0x0D73       [0]    EID7_RXF9EIDL_bit
0x0D73       [1]    RXF9EIDL
0x0D73       [0]    EID6_RXF9EIDL_bit
0x0D73       [0]    EID2_RXF9EIDL_bit
0x0D73       [0]    EID3_RXF9EIDL_bit
0x0D73       [0]    EID4_RXF9EIDL_bit
0x0D73       [0]    EID5_RXF9EIDL_bit
0x0D73       [0]    EID0_RXF9EIDL_bit
0x0D73       [0]    EID1_RXF9EIDL_bit
0x0D74       [0]    SID9_RXF10SIDH_bit
0x0D74       [0]    SID10_RXF10SIDH_bit
0x0D74       [0]    SID7_RXF10SIDH_bit
0x0D74       [0]    SID8_RXF10SIDH_bit
0x0D74       [0]    SID6_RXF10SIDH_bit
0x0D74       [0]    SID4_RXF10SIDH_bit
0x0D74       [0]    SID3_RXF10SIDH_bit
0x0D74       [1]    RXF10SIDH
0x0D74       [0]    SID5_RXF10SIDH_bit
0x0D75       [0]    EXIDE_RXF10SIDL_bit
0x0D75       [0]    SID0_RXF10SIDL_bit
0x0D75       [0]    EID16_RXF10SIDL_bit
0x0D75       [0]    EID17_RXF10SIDL_bit
0x0D75       [0]    EXIDEN_RXF10SIDL_bit
0x0D75       [1]    RXF10SIDL
0x0D75       [0]    SID1_RXF10SIDL_bit
0x0D75       [0]    SID2_RXF10SIDL_bit
0x0D76       [0]    EID8_RXF10EIDH_bit
0x0D76       [0]    EID13_RXF10EIDH_bit
0x0D76       [0]    EID14_RXF10EIDH_bit
0x0D76       [0]    EID15_RXF10EIDH_bit
0x0D76       [0]    EID12_RXF10EIDH_bit
0x0D76       [0]    EID9_RXF10EIDH_bit
0x0D76       [0]    EID10_RXF10EIDH_bit
0x0D76       [0]    EID11_RXF10EIDH_bit
0x0D76       [1]    RXF10EIDH
0x0D77       [0]    EID3_RXF10EIDL_bit
0x0D77       [0]    EID2_RXF10EIDL_bit
0x0D77       [0]    EID1_RXF10EIDL_bit
0x0D77       [0]    EID6_RXF10EIDL_bit
0x0D77       [0]    EID7_RXF10EIDL_bit
0x0D77       [0]    EID4_RXF10EIDL_bit
0x0D77       [0]    EID5_RXF10EIDL_bit
0x0D77       [0]    EID0_RXF10EIDL_bit
0x0D77       [1]    RXF10EIDL
0x0D78       [0]    SID6_RXF11SIDH_bit
0x0D78       [0]    SID5_RXF11SIDH_bit
0x0D78       [0]    SID4_RXF11SIDH_bit
0x0D78       [0]    SID7_RXF11SIDH_bit
0x0D78       [0]    SID10_RXF11SIDH_bit
0x0D78       [0]    SID9_RXF11SIDH_bit
0x0D78       [0]    SID8_RXF11SIDH_bit
0x0D78       [1]    RXF11SIDH
0x0D78       [0]    SID3_RXF11SIDH_bit
0x0D79       [0]    EXIDE_RXF11SIDL_bit
0x0D79       [0]    EID17_RXF11SIDL_bit
0x0D79       [0]    SID0_RXF11SIDL_bit
0x0D79       [0]    EXIDEN_RXF11SIDL_bit
0x0D79       [0]    SID2_RXF11SIDL_bit
0x0D79       [0]    SID1_RXF11SIDL_bit
0x0D79       [1]    RXF11SIDL
0x0D79       [0]    EID16_RXF11SIDL_bit
0x0D7A       [0]    EID12_RXF11EIDH_bit
0x0D7A       [0]    EID11_RXF11EIDH_bit
0x0D7A       [0]    EID10_RXF11EIDH_bit
0x0D7A       [0]    EID15_RXF11EIDH_bit
0x0D7A       [0]    EID14_RXF11EIDH_bit
0x0D7A       [0]    EID13_RXF11EIDH_bit
0x0D7A       [1]    RXF11EIDH
0x0D7A       [0]    EID8_RXF11EIDH_bit
0x0D7A       [0]    EID9_RXF11EIDH_bit
0x0D7B       [0]    EID4_RXF11EIDL_bit
0x0D7B       [0]    EID3_RXF11EIDL_bit
0x0D7B       [0]    EID7_RXF11EIDL_bit
0x0D7B       [0]    EID6_RXF11EIDL_bit
0x0D7B       [0]    EID5_RXF11EIDL_bit
0x0D7B       [0]    EID2_RXF11EIDL_bit
0x0D7B       [1]    RXF11EIDL
0x0D7B       [0]    EID0_RXF11EIDL_bit
0x0D7B       [0]    EID1_RXF11EIDL_bit
0x0D80       [0]    SID7_RXF12SIDH_bit
0x0D80       [0]    SID6_RXF12SIDH_bit
0x0D80       [0]    SID8_RXF12SIDH_bit
0x0D80       [0]    SID10_RXF12SIDH_bit
0x0D80       [0]    SID9_RXF12SIDH_bit
0x0D80       [0]    SID3_RXF12SIDH_bit
0x0D80       [1]    RXF12SIDH
0x0D80       [0]    SID5_RXF12SIDH_bit
0x0D80       [0]    SID4_RXF12SIDH_bit
0x0D81       [0]    SID1_RXF12SIDL_bit
0x0D81       [0]    SID0_RXF12SIDL_bit
0x0D81       [0]    EXIDEN_RXF12SIDL_bit
0x0D81       [0]    SID2_RXF12SIDL_bit
0x0D81       [0]    EID16_RXF12SIDL_bit
0x0D81       [1]    RXF12SIDL
0x0D81       [0]    EXIDE_RXF12SIDL_bit
0x0D81       [0]    EID17_RXF12SIDL_bit
0x0D82       [0]    EID14_RXF12EIDH_bit
0x0D82       [0]    EID13_RXF12EIDH_bit
0x0D82       [1]    RXF12EIDH
0x0D82       [0]    EID15_RXF12EIDH_bit
0x0D82       [0]    EID12_RXF12EIDH_bit
0x0D82       [0]    EID9_RXF12EIDH_bit
0x0D82       [0]    EID8_RXF12EIDH_bit
0x0D82       [0]    EID11_RXF12EIDH_bit
0x0D82       [0]    EID10_RXF12EIDH_bit
0x0D83       [0]    EID6_RXF12EIDL_bit
0x0D83       [0]    EID5_RXF12EIDL_bit
0x0D83       [1]    RXF12EIDL
0x0D83       [0]    EID7_RXF12EIDL_bit
0x0D83       [0]    EID1_RXF12EIDL_bit
0x0D83       [0]    EID0_RXF12EIDL_bit
0x0D83       [0]    EID2_RXF12EIDL_bit
0x0D83       [0]    EID4_RXF12EIDL_bit
0x0D83       [0]    EID3_RXF12EIDL_bit
0x0D84       [0]    SID9_RXF13SIDH_bit
0x0D84       [0]    SID10_RXF13SIDH_bit
0x0D84       [1]    RXF13SIDH
0x0D84       [0]    SID8_RXF13SIDH_bit
0x0D84       [0]    SID4_RXF13SIDH_bit
0x0D84       [0]    SID3_RXF13SIDH_bit
0x0D84       [0]    SID5_RXF13SIDH_bit
0x0D84       [0]    SID7_RXF13SIDH_bit
0x0D84       [0]    SID6_RXF13SIDH_bit
0x0D85       [0]    EXIDEN_RXF13SIDL_bit
0x0D85       [1]    RXF13SIDL
0x0D85       [0]    SID2_RXF13SIDL_bit
0x0D85       [0]    EXIDE_RXF13SIDL_bit
0x0D85       [0]    EID17_RXF13SIDL_bit
0x0D85       [0]    EID16_RXF13SIDL_bit
0x0D85       [0]    SID1_RXF13SIDL_bit
0x0D85       [0]    SID0_RXF13SIDL_bit
0x0D86       [0]    EID15_RXF13EIDH_bit
0x0D86       [1]    RXF13EIDH
0x0D86       [0]    EID14_RXF13EIDH_bit
0x0D86       [0]    EID10_RXF13EIDH_bit
0x0D86       [0]    EID9_RXF13EIDH_bit
0x0D86       [0]    EID8_RXF13EIDH_bit
0x0D86       [0]    EID13_RXF13EIDH_bit
0x0D86       [0]    EID12_RXF13EIDH_bit
0x0D86       [0]    EID11_RXF13EIDH_bit
0x0D87       [0]    EID7_RXF13EIDL_bit
0x0D87       [1]    RXF13EIDL
0x0D87       [0]    EID3_RXF13EIDL_bit
0x0D87       [0]    EID5_RXF13EIDL_bit
0x0D87       [0]    EID4_RXF13EIDL_bit
0x0D87       [0]    EID2_RXF13EIDL_bit
0x0D87       [0]    EID0_RXF13EIDL_bit
0x0D87       [0]    EID6_RXF13EIDL_bit
0x0D87       [0]    EID1_RXF13EIDL_bit
0x0D88       [1]    RXF14SIDH
0x0D88       [0]    SID10_RXF14SIDH_bit
0x0D88       [0]    SID6_RXF14SIDH_bit
0x0D88       [0]    SID5_RXF14SIDH_bit
0x0D88       [0]    SID4_RXF14SIDH_bit
0x0D88       [0]    SID3_RXF14SIDH_bit
0x0D88       [0]    SID9_RXF14SIDH_bit
0x0D88       [0]    SID8_RXF14SIDH_bit
0x0D88       [0]    SID7_RXF14SIDH_bit
0x0D89       [1]    RXF14SIDL
0x0D89       [0]    SID0_RXF14SIDL_bit
0x0D89       [0]    SID1_RXF14SIDL_bit
0x0D89       [0]    SID2_RXF14SIDL_bit
0x0D89       [0]    EID16_RXF14SIDL_bit
0x0D89       [0]    EID17_RXF14SIDL_bit
0x0D89       [0]    EXIDE_RXF14SIDL_bit
0x0D89       [0]    EXIDEN_RXF14SIDL_bit
0x0D8A       [0]    EID10_RXF14EIDH_bit
0x0D8A       [0]    EID9_RXF14EIDH_bit
0x0D8A       [0]    EID11_RXF14EIDH_bit
0x0D8A       [0]    EID8_RXF14EIDH_bit
0x0D8A       [0]    EID12_RXF14EIDH_bit
0x0D8A       [0]    EID14_RXF14EIDH_bit
0x0D8A       [0]    EID15_RXF14EIDH_bit
0x0D8A       [0]    EID13_RXF14EIDH_bit
0x0D8A       [1]    RXF14EIDH
0x0D8B       [0]    EID5_RXF14EIDL_bit
0x0D8B       [0]    EID4_RXF14EIDL_bit
0x0D8B       [0]    EID7_RXF14EIDL_bit
0x0D8B       [0]    EID6_RXF14EIDL_bit
0x0D8B       [0]    EID3_RXF14EIDL_bit
0x0D8B       [0]    EID0_RXF14EIDL_bit
0x0D8B       [1]    RXF14EIDL
0x0D8B       [0]    EID2_RXF14EIDL_bit
0x0D8B       [0]    EID1_RXF14EIDL_bit
0x0D90       [0]    SID8_RXF15SIDH_bit
0x0D90       [0]    SID7_RXF15SIDH_bit
0x0D90       [0]    SID10_RXF15SIDH_bit
0x0D90       [0]    SID9_RXF15SIDH_bit
0x0D90       [0]    SID6_RXF15SIDH_bit
0x0D90       [1]    RXF15SIDH
0x0D90       [0]    SID3_RXF15SIDH_bit
0x0D90       [0]    SID5_RXF15SIDH_bit
0x0D90       [0]    SID4_RXF15SIDH_bit
0x0D91       [0]    EXIDEN_RXF15SIDL_bit
0x0D91       [1]    RXF15SIDL
0x0D91       [0]    SID1_RXF15SIDL_bit
0x0D91       [0]    SID2_RXF15SIDL_bit
0x0D91       [0]    EID17_RXF15SIDL_bit
0x0D91       [0]    EID16_RXF15SIDL_bit
0x0D91       [0]    SID0_RXF15SIDL_bit
0x0D91       [0]    EXIDE_RXF15SIDL_bit
0x0D92       [0]    EID10_RXF15EIDH_bit
0x0D92       [0]    EID9_RXF15EIDH_bit
0x0D92       [0]    EID14_RXF15EIDH_bit
0x0D92       [0]    EID15_RXF15EIDH_bit
0x0D92       [0]    EID13_RXF15EIDH_bit
0x0D92       [0]    EID11_RXF15EIDH_bit
0x0D92       [0]    EID12_RXF15EIDH_bit
0x0D92       [0]    EID8_RXF15EIDH_bit
0x0D92       [1]    RXF15EIDH
0x0D93       [0]    EID3_RXF15EIDL_bit
0x0D93       [0]    EID2_RXF15EIDL_bit
0x0D93       [0]    EID0_RXF15EIDL_bit
0x0D93       [0]    EID1_RXF15EIDL_bit
0x0D93       [0]    EID5_RXF15EIDL_bit
0x0D93       [0]    EID6_RXF15EIDL_bit
0x0D93       [0]    EID7_RXF15EIDL_bit
0x0D93       [0]    EID4_RXF15EIDL_bit
0x0D93       [1]    RXF15EIDL
0x0DD4       [0]    RXF2EN_bit
0x0DD4       [0]    RXF4EN_bit
0x0DD4       [0]    RXF7EN_bit
0x0DD4       [0]    RXF3EN_bit
0x0DD4       [0]    RXF0EN_bit
0x0DD4       [0]    RXF6EN_bit
0x0DD4       [0]    RXF5EN_bit
0x0DD4       [1]    RXFCON0
0x0DD4       [0]    RXF1EN_bit
0x0DD5       [0]    RXF10EN_bit
0x0DD5       [0]    RXF9EN_bit
0x0DD5       [0]    RXF8EN_bit
0x0DD5       [0]    RXF14EN_bit
0x0DD5       [1]    RXFCON1
0x0DD5       [0]    RXF15EN_bit
0x0DD5       [0]    RXF11EN_bit
0x0DD5       [0]    RXF12EN_bit
0x0DD5       [0]    RXF13EN_bit
0x0DD8       [0]    FLC1_bit
0x0DD8       [0]    FLC0_bit
0x0DD8       [0]    DFLC4_bit
0x0DD8       [0]    FLC4_bit
0x0DD8       [0]    FLC3_bit
0x0DD8       [0]    FLC2_bit
0x0DD8       [0]    DFLC1_bit
0x0DD8       [0]    DFLC0_bit
0x0DD8       [1]    SDFLC
0x0DD8       [0]    DFLC2_bit
0x0DD8       [0]    DFLC3_bit
0x0DE0       [0]    F1BP_0_bit
0x0DE0       [0]    F0BP_3_bit
0x0DE0       [0]    F0BP_2_bit
0x0DE0       [0]    F1BP_3_bit
0x0DE0       [1]    RXFBCON0
0x0DE0       [0]    F1BP_1_bit
0x0DE0       [0]    F1BP_2_bit
0x0DE0       [0]    F0BP_1_bit
0x0DE0       [0]    F0BP_0_bit
0x0DE1       [0]    F2BP_3_bit
0x0DE1       [0]    F3BP_0_bit
0x0DE1       [0]    F3BP_1_bit
0x0DE1       [1]    RXFBCON1
0x0DE1       [0]    F2BP_0_bit
0x0DE1       [0]    F2BP_1_bit
0x0DE1       [0]    F2BP_2_bit
0x0DE1       [0]    F3BP_3_bit
0x0DE1       [0]    F3BP_2_bit
0x0DE2       [0]    F5BP_3_bit
0x0DE2       [0]    F4BP_1_bit
0x0DE2       [0]    F4BP_2_bit
0x0DE2       [0]    F4BP_3_bit
0x0DE2       [0]    F4BP_0_bit
0x0DE2       [0]    F5BP_2_bit
0x0DE2       [0]    F5BP_1_bit
0x0DE2       [1]    RXFBCON2
0x0DE2       [0]    F5BP_0_bit
0x0DE3       [0]    F6BP_0_bit
0x0DE3       [0]    F6BP_3_bit
0x0DE3       [0]    F6BP_2_bit
0x0DE3       [0]    F7BP_1_bit
0x0DE3       [0]    F7BP_0_bit
0x0DE3       [1]    RXFBCON3
0x0DE3       [0]    F6BP_1_bit
0x0DE3       [0]    F7BP_3_bit
0x0DE3       [0]    F7BP_2_bit
0x0DE4       [0]    F8BP_2_bit
0x0DE4       [0]    F8BP_1_bit
0x0DE4       [0]    F8BP_0_bit
0x0DE4       [0]    F9BP_1_bit
0x0DE4       [0]    F9BP_3_bit
0x0DE4       [0]    F9BP_2_bit
0x0DE4       [0]    F8BP_3_bit
0x0DE4       [1]    RXFBCON4
0x0DE4       [0]    F9BP_0_bit
0x0DE5       [0]    F11BP_1_bit
0x0DE5       [0]    F11BP_0_bit
0x0DE5       [0]    F10BP_3_bit
0x0DE5       [0]    F11BP_3_bit
0x0DE5       [1]    RXFBCON5
0x0DE5       [0]    F11BP_2_bit
0x0DE5       [0]    F10BP_0_bit
0x0DE5       [0]    F10BP_2_bit
0x0DE5       [0]    F10BP_1_bit
0x0DE6       [0]    F12BP_3_bit
0x0DE6       [0]    F12BP_1_bit
0x0DE6       [0]    F12BP_2_bit
0x0DE6       [1]    RXFBCON6
0x0DE6       [0]    F13BP_2_bit
0x0DE6       [0]    F13BP_3_bit
0x0DE6       [0]    F13BP_0_bit
0x0DE6       [0]    F13BP_1_bit
0x0DE6       [0]    F12BP_0_bit
0x0DE7       [0]    F15BP_3_bit
0x0DE7       [0]    F14BP_0_bit
0x0DE7       [0]    F15BP_2_bit
0x0DE7       [0]    F14BP_1_bit
0x0DE7       [1]    RXFBCON7
0x0DE7       [0]    F14BP_3_bit
0x0DE7       [0]    F14BP_2_bit
0x0DE7       [0]    F15BP_0_bit
0x0DE7       [0]    F15BP_1_bit
0x0DF0       [0]    FIL2_0_bit
0x0DF0       [0]    FIL0_0_bit
0x0DF0       [0]    FIL3_0_bit
0x0DF0       [0]    FIL2_1_bit
0x0DF0       [0]    FIL3_1_bit
0x0DF0       [0]    FIL1_1_bit
0x0DF0       [1]    MSEL0
0x0DF0       [0]    FIL0_1_bit
0x0DF0       [0]    FIL1_0_bit
0x0DF1       [1]    MSEL1
0x0DF1       [0]    FIL6_0_bit
0x0DF1       [0]    FIL6_1_bit
0x0DF1       [0]    FIL4_0_bit
0x0DF1       [0]    FIL7_0_bit
0x0DF1       [0]    FIL5_0_bit
0x0DF1       [0]    FIL4_1_bit
0x0DF1       [0]    FIL5_1_bit
0x0DF1       [0]    FIL7_1_bit
0x0DF2       [0]    FIL11_1_bit
0x0DF2       [1]    MSEL2
0x0DF2       [0]    FIL11_0_bit
0x0DF2       [0]    FIL8_1_bit
0x0DF2       [0]    FIL9_0_bit
0x0DF2       [0]    FIL10_1_bit
0x0DF2       [0]    FIL8_0_bit
0x0DF2       [0]    FIL9_1_bit
0x0DF2       [0]    FIL10_0_bit
0x0DF3       [0]    FIL12_1_bit
0x0DF3       [1]    MSEL3
0x0DF3       [0]    FIL14_1_bit
0x0DF3       [0]    FIL15_0_bit
0x0DF3       [0]    FIL13_1_bit
0x0DF3       [0]    FIL14_0_bit
0x0DF3       [0]    FIL13_0_bit
0x0DF3       [0]    FIL12_0_bit
0x0DF3       [0]    FIL15_1_bit
0x0DF8       [0]    B2TXEN_bit
0x0DF8       [1]    BSEL0
0x0DF8       [0]    B3TXEN_bit
0x0DF8       [0]    B1TXEN_bit
0x0DF8       [0]    B0TXEN_bit
0x0DF8       [0]    B4TXEN_bit
0x0DF8       [0]    B5TXEN_bit
0x0DFA       [0]    B3IE_bit
0x0DFA       [0]    B2IE_bit
0x0DFA       [0]    B5IE_bit
0x0DFA       [0]    B4IE_bit
0x0DFA       [0]    B1IE_bit
0x0DFA       [0]    RXB0IE_bit
0x0DFA       [1]    BIE0
0x0DFA       [0]    B0IE_bit
0x0DFA       [0]    RXB1IE_bit
0x0DFC       [0]    TXB1IE_bit
0x0DFC       [0]    TXB2IE_bit
0x0DFC       [1]    TXBIE
0x0DFC       [0]    TXB0IE_bit
0x0E20       [0]    RXM1_bit
0x0E20       [0]    RTRRO_bit
0x0E20       [0]    TXPRI0_bit
0x0E20       [0]    RXFUL_bit
0x0E20       [0]    FILHIT4_bit
0x0E20       [0]    FILHIT1_bit
0x0E20       [0]    FILHIT0_bit
0x0E20       [0]    FILHIT3_bit
0x0E20       [0]    FILHIT2_bit
0x0E20       [0]    TXBIF_bit
0x0E20       [0]    TXABT_bit
0x0E20       [1]    B0CON
0x0E20       [0]    RXRTRRO_B0CON_bit
0x0E20       [0]    TXLARB_bit
0x0E20       [0]    RTREN_bit
0x0E20       [0]    TXPRI1_bit
0x0E20       [0]    TXERR_bit
0x0E20       [0]    TXREQ_bit
0x0E21       [0]    SID8_B0SIDH_bit
0x0E21       [0]    SID7_B0SIDH_bit
0x0E21       [0]    SID10_B0SIDH_bit
0x0E21       [0]    SID9_B0SIDH_bit
0x0E21       [0]    SID6_B0SIDH_bit
0x0E21       [0]    SID4_B0SIDH_bit
0x0E21       [0]    SID3_B0SIDH_bit
0x0E21       [1]    B0SIDH
0x0E21       [0]    SID5_B0SIDH_bit
0x0E22       [0]    SRR_bit
0x0E22       [0]    SID0_B0SIDL_bit
0x0E22       [0]    EXID_bit
0x0E22       [0]    EID16_B0SIDL_bit
0x0E22       [0]    EID17_B0SIDL_bit
0x0E22       [0]    SID1_B0SIDL_bit
0x0E22       [1]    B0SIDL
0x0E22       [0]    EXIDE_B0SIDL_bit
0x0E22       [0]    SID2_B0SIDL_bit
0x0E23       [0]    EID14_B0EIDH_bit
0x0E23       [0]    EID13_B0EIDH_bit
0x0E23       [1]    B0EIDH
0x0E23       [0]    EID15_B0EIDH_bit
0x0E23       [0]    EID9_B0EIDH_bit
0x0E23       [0]    EID8_B0EIDH_bit
0x0E23       [0]    EID10_B0EIDH_bit
0x0E23       [0]    EID12_B0EIDH_bit
0x0E23       [0]    EID11_B0EIDH_bit
0x0E24       [1]    B0EIDL
0x0E24       [0]    EID5_B0EIDL_bit
0x0E24       [0]    EID4_B0EIDL_bit
0x0E24       [0]    EID7_B0EIDL_bit
0x0E24       [0]    EID6_B0EIDL_bit
0x0E24       [0]    EID1_B0EIDL_bit
0x0E24       [0]    EID0_B0EIDL_bit
0x0E24       [0]    EID3_B0EIDL_bit
0x0E24       [0]    EID2_B0EIDL_bit
0x0E25       [0]    RB0_B0DLC_bit
0x0E25       [0]    TXRTR_bit
0x0E25       [0]    RB1_B0DLC_bit
0x0E25       [0]    DLC0_bit
0x0E25       [1]    B0DLC
0x0E25       [0]    RXRTR_bit
0x0E25       [0]    DLC1_bit
0x0E25       [0]    DLC2_bit
0x0E25       [0]    DLC3_bit
0x0E25       [0]    RESRB1_bit
0x0E25       [0]    RESRB0_bit
0x0E26       [0]    B0D06_bit
0x0E26       [0]    B0D07_bit
0x0E26       [1]    B0D0
0x0E26       [0]    B0D05_bit
0x0E26       [0]    B0D02_bit
0x0E26       [0]    B0D01_bit
0x0E26       [0]    B0D00_bit
0x0E26       [0]    B0D04_bit
0x0E26       [0]    B0D03_bit
0x0E27       [0]    B0D10_bit
0x0E27       [1]    B0D1
0x0E27       [0]    B0D11_bit
0x0E27       [0]    B0D15_bit
0x0E27       [0]    B0D14_bit
0x0E27       [0]    B0D17_bit
0x0E27       [0]    B0D16_bit
0x0E27       [0]    B0D12_bit
0x0E27       [0]    B0D13_bit
0x0E28       [0]    B0D24_bit
